Package,Class Name,TCC
org.apache.commons.collections4.map.ConcurrentReferenceHashMapKWeakVStrongTest,ConcurrentReferenceHashMapKWeakVStrongTest,0.00
org.apache.commons.collections4.map.ConcurrentReferenceHashMapKWeakVSoftIdCTest,ConcurrentReferenceHashMapKWeakVSoftIdCTest,0.00
org.apache.commons.collections4.multimap.ArrayListValuedHashMapTest,ArrayListValuedHashMapTest,0.00
org.apache.commons.collections4.multimap.HashSetValuedHashMapTest,HashSetValuedHashMapTest,0.00
org.apache.commons.collections4.multimap.AbstractMultiValuedMapTest,AbstractMultiValuedMapTest,0.00
org.apache.commons.collections4.multimap.AbstractMultiValuedMapTest.TestMultiValuedMapAsMap,TestMultiValuedMapAsMap,0.00
org.apache.commons.collections4.multimap.AbstractMultiValuedMapTest.TestMultiValuedMapEntries,TestMultiValuedMapEntries,0.00
org.apache.commons.collections4.multimap.AbstractMultiValuedMapTest.TestMultiValuedMapKeys,TestMultiValuedMapKeys,0.00
org.apache.commons.collections4.multimap.AbstractMultiValuedMapTest.TestMultiValuedMapKeySet,TestMultiValuedMapKeySet,0.00
org.apache.commons.collections4.multimap.AbstractMultiValuedMapTest.TestMultiValuedMapValues,TestMultiValuedMapValues,0.00
org.apache.commons.collections4.multimap.UnmodifiableMultiValuedMapTest,UnmodifiableMultiValuedMapTest,0.00
org.apache.commons.collections4.multimap.TransformedMultiValuedMapTest,TransformedMultiValuedMapTest,0.00
org.apache.commons.collections4.splitmap.TransformedSplitMapTest,TransformedSplitMapTest,0.00
org.apache.commons.collections4.PredicateUtilsTest,PredicateUtilsTest,0.00
org.apache.commons.collections4.bidimap.DualTreeBidiMap2Test,DualTreeBidiMap2Test,0.00
org.apache.commons.collections4.bidimap.DualTreeBidiMap2Test.IntegerComparator,IntegerComparator,0.00
org.apache.commons.collections4.bidimap.AbstractSortedBidiMapTest,AbstractSortedBidiMapTest,0.00
org.apache.commons.collections4.bidimap.UnmodifiableBidiMapTest,UnmodifiableBidiMapTest,0.00
org.apache.commons.collections4.bidimap.UnmodifiableOrderedBidiMapTest,UnmodifiableOrderedBidiMapTest,0.00
org.apache.commons.collections4.bidimap.TreeBidiMapTest,TreeBidiMapTest,0.00
org.apache.commons.collections4.bidimap.AbstractOrderedBidiMapDecoratorTest,AbstractOrderedBidiMapDecoratorTest,0.00
org.apache.commons.collections4.bidimap.AbstractOrderedBidiMapDecoratorTest.TestOrderedBidiMap,TestOrderedBidiMap,0.00
org.apache.commons.collections4.bidimap.DualHashBidiMapTest,DualHashBidiMapTest,0.00
org.apache.commons.collections4.bidimap.DualLinkedHashBidiMapTest,DualLinkedHashBidiMapTest,0.00
org.apache.commons.collections4.bidimap.AbstractBidiMapTest,AbstractBidiMapTest,0.00
org.apache.commons.collections4.bidimap.AbstractBidiMapTest.TestBidiMapEntrySet,TestBidiMapEntrySet,0.00
org.apache.commons.collections4.bidimap.AbstractBidiMapTest.TestBidiMapIterator,TestBidiMapIterator,0.00
org.apache.commons.collections4.bidimap.AbstractBidiMapTest.TestInverseBidiMap,TestInverseBidiMap,0.00
org.apache.commons.collections4.bidimap.UnmodifiableSortedBidiMapTest,UnmodifiableSortedBidiMapTest,0.00
org.apache.commons.collections4.bidimap.DualTreeBidiMapTest,DualTreeBidiMapTest,0.00
org.apache.commons.collections4.bidimap.AbstractOrderedBidiMapTest,AbstractOrderedBidiMapTest,0.00
org.apache.commons.collections4.bidimap.AbstractOrderedBidiMapTest.TestBidiOrderedMapIterator,TestBidiOrderedMapIterator,0.00
org.apache.commons.collections4.AbstractObjectTest,AbstractObjectTest,0.00
org.apache.commons.collections4.set.AbstractSetTest,AbstractSetTest,0.00
org.apache.commons.collections4.set.CompositeSetTest,CompositeSetTest,0.00
org.apache.commons.collections4.set.PredicatedSetTest,PredicatedSetTest,0.00
org.apache.commons.collections4.set.EmptySetMutator,EmptySetMutator,0.00
org.apache.commons.collections4.set.PredicatedNavigableSetTest,PredicatedNavigableSetTest,0.00
org.apache.commons.collections4.set.ListOrderedSetTest,ListOrderedSetTest,0.00
org.apache.commons.collections4.set.ListOrderedSetTest.A,A,0.00
org.apache.commons.collections4.set.ListOrderedSetTest.B,B,0.00
org.apache.commons.collections4.set.TransformedNavigableSetTest,TransformedNavigableSetTest,0.00
org.apache.commons.collections4.set.MapBackedSet2Test,MapBackedSet2Test,0.00
org.apache.commons.collections4.set.AbstractSortedSetTest,AbstractSortedSetTest,0.00
org.apache.commons.collections4.set.AbstractSortedSetTest.TestSortedSetSubSet,TestSortedSetSubSet,0.00
org.apache.commons.collections4.set.UnmodifiableSortedSetTest,UnmodifiableSortedSetTest,0.00
org.apache.commons.collections4.set.PredicatedSortedSetTest,PredicatedSortedSetTest,0.00
org.apache.commons.collections4.set.TransformedSetTest,TransformedSetTest,0.00
org.apache.commons.collections4.set.MapBackedSetTest,MapBackedSetTest,0.00
org.apache.commons.collections4.set.AbstractNavigableSetTest,AbstractNavigableSetTest,0.00
org.apache.commons.collections4.set.AbstractNavigableSetTest.TestNavigableSetSubSet,TestNavigableSetSubSet,0.00
org.apache.commons.collections4.set.ListOrderedSet2Test,ListOrderedSet2Test,0.00
org.apache.commons.collections4.set.UnmodifiableSetTest,UnmodifiableSetTest,0.00
org.apache.commons.collections4.set.UnmodifiableNavigableSetTest,UnmodifiableNavigableSetTest,0.00
org.apache.commons.collections4.set.TransformedSortedSetTest,TransformedSortedSetTest,0.00
org.apache.commons.collections4.AbstractLinkedListTest,AbstractLinkedListTest,0.00
org.apache.commons.collections4.SetUtilsTest,SetUtilsTest,0.00
org.apache.commons.collections4.MultiSetUtilsTest,MultiSetUtilsTest,0.00
org.apache.commons.collections4.ListUtilsTest,ListUtilsTest,0.00
org.apache.commons.collections4.BulkTest,BulkTest,0.00
org.apache.commons.collections4.iterators.ArrayIteratorTest,ArrayIteratorTest,0.00
org.apache.commons.collections4.iterators.UnmodifiableOrderedMapIteratorTest,UnmodifiableOrderedMapIteratorTest,0.00
org.apache.commons.collections4.iterators.ZippingIteratorTest,ZippingIteratorTest,0.00
org.apache.commons.collections4.iterators.LoopingListIteratorTest,LoopingListIteratorTest,0.00
org.apache.commons.collections4.iterators.ObjectArrayListIteratorTest,ObjectArrayListIteratorTest,0.00
org.apache.commons.collections4.iterators.PushbackIteratorTest,PushbackIteratorTest,0.00
org.apache.commons.collections4.iterators.IteratorChainTest,IteratorChainTest,0.00
org.apache.commons.collections4.iterators.PermutationIteratorTest,PermutationIteratorTest,0.00
org.apache.commons.collections4.iterators.ArrayListIterator2Test,ArrayListIterator2Test,0.00
org.apache.commons.collections4.iterators.SingletonListIteratorTest,SingletonListIteratorTest,0.00
org.apache.commons.collections4.iterators.UniqueFilterIteratorTest,UniqueFilterIteratorTest,0.00
org.apache.commons.collections4.iterators.AbstractOrderedMapIteratorTest,AbstractOrderedMapIteratorTest,0.00
org.apache.commons.collections4.iterators.ArrayIterator2Test,ArrayIterator2Test,0.00
org.apache.commons.collections4.iterators.ArrayListIteratorTest,ArrayListIteratorTest,0.00
org.apache.commons.collections4.iterators.LoopingIteratorTest,LoopingIteratorTest,0.00
org.apache.commons.collections4.iterators.IteratorEnumerationTest,IteratorEnumerationTest,0.00
org.apache.commons.collections4.iterators.UnmodifiableMapIteratorTest,UnmodifiableMapIteratorTest,0.00
org.apache.commons.collections4.iterators.SkippingIteratorTest,SkippingIteratorTest,0.00
org.apache.commons.collections4.iterators.ReverseListIteratorTest,ReverseListIteratorTest,0.00
org.apache.commons.collections4.iterators.CartesianProductIteratorTest,CartesianProductIteratorTest,0.00
org.apache.commons.collections4.iterators.ObjectGraphIteratorTest,ObjectGraphIteratorTest,0.00
org.apache.commons.collections4.iterators.ObjectGraphIteratorTest.Branch,Branch,0.00
org.apache.commons.collections4.iterators.ObjectGraphIteratorTest.Forest,Forest,0.00
org.apache.commons.collections4.iterators.ObjectGraphIteratorTest.Leaf,Leaf,0.00
org.apache.commons.collections4.iterators.ObjectGraphIteratorTest.LeafFinder,LeafFinder,0.00
org.apache.commons.collections4.iterators.ObjectGraphIteratorTest.Tree,Tree,0.00
org.apache.commons.collections4.iterators.AbstractListIteratorTest,AbstractListIteratorTest,0.00
org.apache.commons.collections4.iterators.ListIteratorWrapperTest,ListIteratorWrapperTest,0.00
org.apache.commons.collections4.iterators.SingletonIteratorTest,SingletonIteratorTest,0.00
org.apache.commons.collections4.iterators.LazyIteratorChainTest,LazyIteratorChainTest,0.00
org.apache.commons.collections4.iterators.CollatingIteratorTest,CollatingIteratorTest,0.00
org.apache.commons.collections4.iterators.AbstractIteratorTest,AbstractIteratorTest,0.00
org.apache.commons.collections4.iterators.ListIteratorWrapper2Test,ListIteratorWrapper2Test,0.00
org.apache.commons.collections4.iterators.AbstractMapIteratorTest,AbstractMapIteratorTest,0.00
org.apache.commons.collections4.iterators.SingletonIterator2Test,SingletonIterator2Test,0.00
org.apache.commons.collections4.iterators.BoundedIteratorTest,BoundedIteratorTest,0.00
org.apache.commons.collections4.iterators.UnmodifiableIteratorTest,UnmodifiableIteratorTest,0.00
org.apache.commons.collections4.iterators.UnmodifiableListIteratorTest,UnmodifiableListIteratorTest,0.00
org.apache.commons.collections4.iterators.ObjectArrayIteratorTest,ObjectArrayIteratorTest,0.00
org.apache.commons.collections4.iterators.IteratorIterableTest,IteratorIterableTest,0.00
org.apache.commons.collections4.iterators.PeekingIteratorTest,PeekingIteratorTest,0.00
org.apache.commons.collections4.iterators.ObjectArrayListIterator2Test,ObjectArrayListIterator2Test,0.00
org.apache.commons.collections4.iterators.FilterListIteratorTest,FilterListIteratorTest,0.00
org.apache.commons.collections4.iterators.NodeListIteratorTest,NodeListIteratorTest,0.00
org.apache.commons.collections4.iterators.FilterIteratorTest,FilterIteratorTest,0.00
org.apache.commons.collections4.collection.UnmodifiableBoundedCollectionTest,UnmodifiableBoundedCollectionTest,0.00
org.apache.commons.collections4.collection.AbstractCollectionTest,AbstractCollectionTest,0.00
org.apache.commons.collections4.collection.UnmodifiableCollectionTest,UnmodifiableCollectionTest,0.00
org.apache.commons.collections4.collection.PredicatedCollectionBuilderTest,PredicatedCollectionBuilderTest,0.00
org.apache.commons.collections4.collection.PredicatedCollectionBuilderTest.OddPredicate,OddPredicate,0.00
org.apache.commons.collections4.collection.IndexedCollectionTest,IndexedCollectionTest,0.00
org.apache.commons.collections4.collection.IndexedCollectionTest.IntegerTransformer,IntegerTransformer,0.00
org.apache.commons.collections4.collection.PredicatedCollectionTest,PredicatedCollectionTest,0.00
org.apache.commons.collections4.collection.SynchronizedCollectionTest,SynchronizedCollectionTest,0.00
org.apache.commons.collections4.collection.TransformedCollectionTest,TransformedCollectionTest,0.00
org.apache.commons.collections4.collection.TransformedCollectionTest.StringToInteger,StringToInteger,0.00
org.apache.commons.collections4.collection.TransformedCollectionTest.ToLowerCase,ToLowerCase,0.00
org.apache.commons.collections4.collection.CompositeCollectionTest,CompositeCollectionTest,0.00
org.apache.commons.collections4.AbstractTreeMapTest,AbstractTreeMapTest,0.00
org.apache.commons.collections4.FactoryUtilsTest,FactoryUtilsTest,0.00
org.apache.commons.collections4.FactoryUtilsTest.Mock1,Mock1,0.00
org.apache.commons.collections4.FactoryUtilsTest.Mock2,Mock2,0.00
org.apache.commons.collections4.FactoryUtilsTest.Mock3,Mock3,0.00
org.apache.commons.collections4.functors.AbstractCompositePredicateTest,AbstractCompositePredicateTest,0.00
org.apache.commons.collections4.functors.AbstractMockPredicateTest,AbstractMockPredicateTest,0.00
org.apache.commons.collections4.functors.CatchAndRethrowClosureTest,CatchAndRethrowClosureTest,0.00
org.apache.commons.collections4.functors.AbstractClosureTest,AbstractClosureTest,0.00
org.apache.commons.collections4.functors.EqualPredicateTest,EqualPredicateTest,0.00
org.apache.commons.collections4.functors.EqualPredicateTest.EqualsTestObject,EqualsTestObject,0.00
org.apache.commons.collections4.functors.AbstractPredicateTest,AbstractPredicateTest,0.00
org.apache.commons.collections4.functors.AbstractAnyAllOnePredicateTest,AbstractAnyAllOnePredicateTest,0.00
org.apache.commons.collections4.functors.NullPredicateTest,NullPredicateTest,0.00
org.apache.commons.collections4.functors.ComparatorPredicateTest,ComparatorPredicateTest,0.00
org.apache.commons.collections4.functors.ComparatorPredicateTest.TestComparator,TestComparator,0.00
org.apache.commons.collections4.functors.AllPredicateTest,AllPredicateTest,0.00
org.apache.commons.collections4.multiset.AbstractMultiSetTest,AbstractMultiSetTest,0.00
org.apache.commons.collections4.multiset.AbstractMultiSetTest.TestMultiSetUniqueSet,TestMultiSetUniqueSet,0.00
org.apache.commons.collections4.multiset.SynchronizedMultiSetTest,SynchronizedMultiSetTest,0.00
org.apache.commons.collections4.multiset.UnmodifiableMultiSetTest,UnmodifiableMultiSetTest,0.00
org.apache.commons.collections4.multiset.PredicatedMultiSetTest,PredicatedMultiSetTest,0.00
org.apache.commons.collections4.multiset.HashMultiSetTest,HashMultiSetTest,0.00
org.apache.commons.collections4.bloomfilter.ArrayHasher,ArrayHasher,0.00
org.apache.commons.collections4.bloomfilter.ArrayHasher.Extractor,Extractor,0.00
org.apache.commons.collections4.bloomfilter.IndexExtractorFromBitmapExtractorTest,IndexExtractorFromBitmapExtractorTest,0.00
org.apache.commons.collections4.bloomfilter.IndexExtractorFromBitmapExtractorTest.TestingBitMapExtractor,TestingBitMapExtractor,0.00
org.apache.commons.collections4.bloomfilter.IncrementingHasher,IncrementingHasher,0.00
org.apache.commons.collections4.bloomfilter.LayerManagerTest,LayerManagerTest,0.00
org.apache.commons.collections4.bloomfilter.BloomFilteExtractorFromLayeredBloomFilterTest,BloomFilteExtractorFromLayeredBloomFilterTest,0.00
org.apache.commons.collections4.bloomfilter.DefaultBloomFilterTest,DefaultBloomFilterTest,0.00
org.apache.commons.collections4.bloomfilter.DefaultBloomFilterTest.AbstractDefaultBloomFilter,AbstractDefaultBloomFilter,0.00
org.apache.commons.collections4.bloomfilter.DefaultBloomFilterTest.BrokenCardinality,BrokenCardinality,0.00
org.apache.commons.collections4.bloomfilter.DefaultBloomFilterTest.NonSparseDefaultBloomFilter,NonSparseDefaultBloomFilter,0.00
org.apache.commons.collections4.bloomfilter.DefaultBloomFilterTest.SparseDefaultBloomFilter,SparseDefaultBloomFilter,0.00
org.apache.commons.collections4.bloomfilter.DefaultIndexExtractorTest,DefaultIndexExtractorTest,0.00
org.apache.commons.collections4.bloomfilter.IndexExtractorFromSparseBloomFilterTest,IndexExtractorFromSparseBloomFilterTest,0.00
org.apache.commons.collections4.bloomfilter.WrappedBloomFilterTest,WrappedBloomFilterTest,0.00
org.apache.commons.collections4.bloomfilter.SparseBloomFilterTest,SparseBloomFilterTest,0.00
org.apache.commons.collections4.bloomfilter.BitMapsTest,BitMapsTest,0.00
org.apache.commons.collections4.bloomfilter.TestingHashers,TestingHashers,0.00
org.apache.commons.collections4.bloomfilter.CellExtractorFromArrayCountingBloomFilterTest,CellExtractorFromArrayCountingBloomFilterTest,0.00
org.apache.commons.collections4.bloomfilter.BitMapExtractorFromLongArrayTest,BitMapExtractorFromLongArrayTest,0.00
org.apache.commons.collections4.bloomfilter.IndexExtractorFromArrayCountingBloomFilterTest,IndexExtractorFromArrayCountingBloomFilterTest,0.00
org.apache.commons.collections4.bloomfilter.AbstractIndexExtractorTest,AbstractIndexExtractorTest,0.00
org.apache.commons.collections4.bloomfilter.AbstractIndexExtractorTest.IntList,IntList,0.00
org.apache.commons.collections4.bloomfilter.AbstractCountingBloomFilterTest,AbstractCountingBloomFilterTest,0.00
org.apache.commons.collections4.bloomfilter.ShapeTest,ShapeTest,0.00
org.apache.commons.collections4.bloomfilter.SimpleBloomFilterTest,SimpleBloomFilterTest,0.00
org.apache.commons.collections4.bloomfilter.CellExtractorFromLayeredBloomFilterTest,CellExtractorFromLayeredBloomFilterTest,0.00
org.apache.commons.collections4.bloomfilter.AbstractBloomFilterTest,AbstractBloomFilterTest,0.00
org.apache.commons.collections4.bloomfilter.AbstractBloomFilterTest.BadHasher,BadHasher,0.00
org.apache.commons.collections4.bloomfilter.AbstractBloomFilterExtractorTest,AbstractBloomFilterExtractorTest,0.00
org.apache.commons.collections4.bloomfilter.AbstractBitMapExtractorTest,AbstractBitMapExtractorTest,0.00
org.apache.commons.collections4.bloomfilter.IndexExtractorFromUniqueHasherTest,IndexExtractorFromUniqueHasherTest,0.00
org.apache.commons.collections4.bloomfilter.IndexExtractorFromHasherTest,IndexExtractorFromHasherTest,0.00
org.apache.commons.collections4.bloomfilter.BitMapExtractorFromWrappedBloomFilterTest,BitMapExtractorFromWrappedBloomFilterTest,0.00
org.apache.commons.collections4.bloomfilter.BitMapExtractorFromSparseBloomFilterTest,BitMapExtractorFromSparseBloomFilterTest,0.00
org.apache.commons.collections4.bloomfilter.AbstractCellExtractorTest,AbstractCellExtractorTest,0.00
org.apache.commons.collections4.bloomfilter.DefaultBitMapExtractorTest,DefaultBitMapExtractorTest,0.00
org.apache.commons.collections4.bloomfilter.DefaultBitMapExtractorTest.DefaultBitMapExtractor,DefaultBitMapExtractor,0.00
org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilterTest,ArrayCountingBloomFilterTest,0.00
org.apache.commons.collections4.bloomfilter.LayeredBloomFilterTest,LayeredBloomFilterTest,0.00
org.apache.commons.collections4.bloomfilter.LayeredBloomFilterTest.AdvanceOnTimeQuanta,AdvanceOnTimeQuanta,0.00
org.apache.commons.collections4.bloomfilter.LayeredBloomFilterTest.CleanByTime,CleanByTime,0.00
org.apache.commons.collections4.bloomfilter.LayeredBloomFilterTest.NumberedBloomFilter,NumberedBloomFilter,0.00
org.apache.commons.collections4.bloomfilter.LayeredBloomFilterTest.TimestampedBloomFilter,TimestampedBloomFilter,0.00
org.apache.commons.collections4.bloomfilter.CellExtractorFromDefaultIndexExtractorTest,CellExtractorFromDefaultIndexExtractorTest,0.00
org.apache.commons.collections4.bloomfilter.BitMapExtractorFromSimpleBloomFilterTest,BitMapExtractorFromSimpleBloomFilterTest,0.00
org.apache.commons.collections4.bloomfilter.AbstractHasherTest,AbstractHasherTest,0.00
org.apache.commons.collections4.bloomfilter.SetOperationsTest,SetOperationsTest,0.00
org.apache.commons.collections4.bloomfilter.BitMapExtractorFromArrayCountingBloomFilterTest,BitMapExtractorFromArrayCountingBloomFilterTest,0.00
org.apache.commons.collections4.bloomfilter.NullHasher,NullHasher,0.00
org.apache.commons.collections4.bloomfilter.BitMapExtractorFromIndexExtractorTest,BitMapExtractorFromIndexExtractorTest,0.00
org.apache.commons.collections4.bloomfilter.BloomFilterExtractorFromBloomFilterArrayTest,BloomFilterExtractorFromBloomFilterArrayTest,0.00
org.apache.commons.collections4.bloomfilter.IndexFilterTest,IndexFilterTest,0.00
org.apache.commons.collections4.bloomfilter.IndexExtractorFromIntArrayTest,IndexExtractorFromIntArrayTest,0.00
org.apache.commons.collections4.bloomfilter.DefaultCellExtractorTest,DefaultCellExtractorTest,0.00
org.apache.commons.collections4.bloomfilter.IndexExtractorTest,IndexExtractorTest,0.00
org.apache.commons.collections4.bloomfilter.IndexExtractorTest.TestingBitMapExtractor,TestingBitMapExtractor,0.00
org.apache.commons.collections4.bloomfilter.BitMapTrackerTest,BitMapTrackerTest,0.00
org.apache.commons.collections4.bloomfilter.EnhancedDoubleHasherTest,EnhancedDoubleHasherTest,0.00
org.apache.commons.collections4.bloomfilter.IndexExtractorFromSimpleBloomFilterTest,IndexExtractorFromSimpleBloomFilterTest,0.00
org.apache.commons.collections4.bloomfilter.BitMapExtractorFromLayeredBloomFilterTest,BitMapExtractorFromLayeredBloomFilterTest,0.00
org.apache.commons.collections4.bloomfilter.ArrayTrackerTest,ArrayTrackerTest,0.00
org.apache.commons.collections4.bloomfilter.CountingPredicateTest,CountingPredicateTest,0.00
org.apache.commons.collections4.bloomfilter.DefaultBloomFilterExtractorTest,DefaultBloomFilterExtractorTest,0.00
org.apache.commons.collections4.MultiMapUtilsTest,MultiMapUtilsTest,0.00
